date,Temp,ws,SolarRad,Rainfall,Humidity,PM10,PM2.5,wd
04-23-14,32.8,2,214.86,0,36,236.07,101.75,W  
04-24-14,34.4,2.3,212.89,0,38,210.17,87.28,W  
04-25-14,32.2,2.5,203.78,0,50,158.08,64.42,S  
04-26-14,31.5,2.3,207.37,0,58,122.62,59.36,SE 
04-27-14,32.2,2,216.6,1,64,115.78,55.09,S  
04-28-14,29.4,2,155.75,0,68,114.56,46.44,WSW
04-29-14,30.4,2,181.89,7,65,97.46,38.18,S  
04-30-14,31,2.3,225.51,11,65,99.49,51.37,SE 
05-01-14,29.4,5.5,197.21,0,68,87.03,37.31,S  
05-02-14,29.5,4.5,200.78,15,64,81.36,37.04,S  
05-03-14,28.7,2,191.1,3,60,84.02,36.15,W  
05-04-14,30.3,2,217.38,0,61,100.21,46.75,WSW
05-05-14,28.4,2,104.17,0,72,81.56,36.27,W  
05-06-14,31.3,2,190.45,0,60,124.86,69.19,S  
05-07-14,27.7,2.5,153.62,0,78,60.07,25.3,SE 
05-08-14,30.6,2,175.42,22,68,63.58,23.41,S  
05-09-14,32.3,3,225.27,0,65,61.55,20.87,S  
05-10-14,31.6,2,119.35,0,65,74.33,29.87,SSW
05-11-14,28.7,3,42.19,1,76,48.02,18.7,S  
05-12-14,31.4,3.7,196.42,3,69,71.5,28.43,S  
05-13-14,31.1,3.3,202.56,0,69,85.88,36.28,S  
05-14-14,30.9,2.5,206.08,15,61,99.39,48.67,SW 
05-15-14,30.6,2.3,187.87,0,63,99.98,45.66,SE 
05-16-14,31.9,2,190.51,0,61,118.97,56.74,SE 
05-17-14,31.8,2,212.29,0,65,98.69,47.52,NW 
05-18-14,32.3,2,186.12,0,64,101.59,46.64,SW 
05-19-14,32.2,3.7,176.23,0,67,101.19,47.5,SE 
05-20-14,32.1,3,196.94,0,66,100.71,46.08,S  
05-21-14,31.9,2.2,213.95,0,64,98.92,37.61,SE 
05-22-14,32.3,2,201,0,64,75.03,26.04,SE 
05-23-14,33.1,2.5,211.12,0,62,64.04,24.77,S  
05-24-14,28.4,3,110.51,0,75,53.8,24.8,SSE
05-25-14,27.5,3,144.89,34,82,64.37,35.12,E  
05-26-14,29.3,2,147.26,20,75,76.19,36.26,E  
05-27-14,28.5,2,157.9,0,82,81.36,49.23,SE 
05-28-14,27.9,4.5,85.78,10,83,57.74,28.24,SSW
05-29-14,30.4,4,167.47,18,65,41.5,24.86,W  
05-30-14,27.6,6,107.4,0,76,62.88,17.2,E  
05-31-14,26.9,2,137.6,6,85,65.16,28.28,E  
06-01-14,27.4,2,192.95,5,81,73.21,27.48,S  
06-02-14,27,2,174.37,24,89,62.02,24.73,W  
06-03-14,29.2,2.5,194.32,52,79,68.28,27.88,S  
06-04-14,30.7,2,208,15,74,56.68,22.32,W  
06-05-14,31.7,2,174.93,0,71,51.32,21.35,S  
06-06-14,31.7,2,136.39,0,68,51.78,19.74,S  
06-07-14,31.7,2,100.06,0,68,36.02,13.73,S  
06-08-14,32,2,111.56,0,66,60.6,20.81,S  
06-09-14,32,2.2,201.14,0,68,40.67,15.09,S  
06-10-14,31.3,2.3,178.92,0,73,58.82,23.64,S  
06-11-14,27.8,2,31.57,0,79,59,38.21,SE 
06-12-14,32.3,2,154.13,22,73,85.03,42.54,S  
06-13-14,30,2.3,188.51,0,75,81.75,38.42,E  
06-14-14,32.2,2,219.66,12,67,88.46,47.08,W  
06-15-14,31,2,218.58,0,70,49,33.99,W  
06-16-14,31.3,2,144.01,21,71,70,44.19,S  
06-17-14,28.4,2,62.86,0,88,78.76,48.34,SE 
06-18-14,29.3,2,101.06,15,80,71.6,48.64,S  
06-19-14,28.4,2,113.39,0,85,33.29,28.34,S  
06-20-14,27.7,2,76.41,32,86,36.01,21.46,SE 
06-21-14,27.3,2.5,43.98,13,89,42.4,14.55,WSW
06-22-14,27.4,2.8,44.13,25,92,55.25,17.97,S  
06-23-14,26,2.5,23.83,14,91,51.35,18.36,E  
06-24-14,27.5,2,100.72,40,79,72.06,44.97,SE 
06-25-14,30,2,118.16,19,77,100.27,51.37,S  
06-26-14,29.2,2,114.99,0,81,77.69,42.79,S  
06-27-14,28.8,3,102.25,1,80,53.68,27.17,S  
06-28-14,29.2,2.3,154.28,9,79,56.69,25.64,S  
06-29-14,28.6,2,104.92,13,85,68.96,35.84,S  
06-30-14,29.6,2,126.55,10,76,63.52,31.84,E  
07-01-14,29.6,3.2,170.48,0,74,49.93,20.47,SE 
07-02-14,29.1,2.3,119.63,0,78,54.07,24.35,W  
07-03-14,28,2.3,72.94,1,86,55.52,29.73,SE 
07-04-14,28.2,2.3,104,4,83,56.08,29.51,SE 
07-05-14,26.9,2,47.11,5,90,36.7,22.37,W  
07-06-14,29.5,2,185.19,69,82,50.71,25.32,WSW
07-07-14,30.6,2.7,198.56,3,75,51.25,20.91,S  
07-08-14,29.7,2,182.34,0,79,41.39,17.88,S  
07-09-14,30.8,2,184.77,37,74,53.92,23.16,NE 
07-10-14,31,3,131.68,0,75,61.15,28.89,SW 
07-11-14,30.6,2,163.05,2,72,46.83,28.21,SE 
07-12-14,31.8,2,197.74,4,67,45.67,21.35,E  
07-13-14,31.3,2.6,190.7,0,71,49.52,17.94,E  
07-14-14,30.6,2.1,112.86,1,72,52.98,20.37,SE 
07-15-14,29.1,2.8,107.14,0,77,40.25,15.32,SE 
07-16-14,28.1,2.6,101.41,5,84,35.13,15.47,SE 
07-17-14,29.3,2,154.14,8,79,52.02,19.17,SE 
07-18-14,29.8,2,175.78,6,78,44.74,21.38,SE 
07-19-14,29.8,2.2,144.5,3,77,51.69,22.16,SE 
07-20-14,29.3,3.8,130.93,0,75,46.68,11.66,SE 
07-21-14,27.3,2.8,77.36,4,86,0,18.49,E  
07-22-14,28.1,2,113.99,9,82,45.47,26.02,S  
07-23-14,29.2,2,127.06,8,75,56.74,28.67,SE 
07-24-14,29.3,2,149.16,2,76,53.94,26.78,SE 
07-25-14,30.7,2.3,183.11,0,71,54.86,26.25,E  
07-26-14,31.1,2,191.26,0,70,35.95,16.64,SW 
07-27-14,28.4,2,95.55,11,81,34.66,19.09,S  
07-28-14,28.9,2,131.79,23,78,33.67,13.69,SE 
07-29-14,29.3,2.4,146.61,3,77,25.38,10.33,E  
07-30-14,30.3,2,176.85,2,73,25.74,10.08,SE 
07-31-14,29.9,2,157.86,2,76,25.88,10.57,S  
08-01-14,30.5,2,157.97,1,75,30.34,15.09,SE 
08-02-14,30.4,2.5,170.4,1,73,28.28,15.4,E  
08-03-14,28.9,2.8,118.65,0,80,34.7,10.45,SE 
08-04-14,28.5,2.4,125.68,5,82,29.6,12.97,SE 
08-05-14,29.2,2.3,180.86,20,81,37.44,20.18,SE 
08-06-14,28.5,2,110.36,11,83,41.27,17.42,S  
08-07-14,29.4,2.3,135.72,23,81,45.08,23.14,W  
08-08-14,29.5,2,200.5,1,73,30.65,17.73,S  
08-09-14,29.7,2.8,135.55,0,74,43.33,19.54,SE 
08-10-14,29.7,2.2,166.63,0,77,58.06,16.08,SE 
08-11-14,29.8,2,173.38,0,79,51.34,18.44,SE 
08-12-14,29.6,2.5,159.18,2,82,46.44,18.52,S  
08-13-14,27.4,3,47.72,23,90,44,19.08,SW 
08-14-14,26.7,2,35.07,14,93,17,22.22,SE 
08-15-14,27.7,0,65.88,55,90,46.83,30.25,CLM
08-16-14,27.5,0,74.77,10,88,40.11,31,CLM
08-17-14,28.4,2,126.83,16,83,37.84,24.66,S  
08-18-14,28.8,0,136.46,0,84,33.38,26.01,CLM
08-19-14,27.9,2,108.46,17,87,39.43,21.42,S  
08-20-14,28.6,2,153.75,75,85,66.99,32.04,S  
08-21-14,29.5,2.5,149.92,15,81,61.59,38.6,S  
08-22-14,28.6,2,110.34,0,85,46.33,22.76,S  
08-23-14,28.6,2,124.02,16,84,25.73,14.82,S  
08-24-14,29.2,2.4,144.65,0,81,28.3,13.54,S  
08-25-14,28.4,0,113.9,0,84,33.11,19.41,CLM
08-26-14,27.3,2,76.46,0,90,59.61,24.61,SW 
08-27-14,27.9,0,59.41,15,90,82.74,47.06,CLM
08-28-14,27.4,3,109.18,9,87,46.86,26.73,E  
08-29-14,30.2,2,196,13,73,87,50.08,WSW
08-30-14,29.6,3,0,0,77,0,0,E  
08-31-14,28,3.3,0,49,78,0,0,SE 
09-01-14,28.6,2.2,0,1,74,0,0,SE 
09-02-14,29.5,2,150.78,0,73,41.12,20.64,E  
09-03-14,30,2,150.69,0,72,58.32,12.87,S  
09-04-14,29.8,2,164.2,0,72,65.35,16.78,SE 
09-05-14,29.4,2,155.74,1,73,44.6,21.06,E  
09-06-14,29.8,2,167.74,0,70,49.94,19.62,WSW
09-07-14,29.6,2.3,131.53,0,72,0,18.17,SE 
09-08-14,29.4,2,154.72,0,73,51.63,20.04,S  
09-09-14,29.8,2,147.43,0,73,50,24.81,SW 
09-10-14,30.3,2,172.84,0,69,47.47,18.18,S  
09-11-14,29.9,2,157.89,0,70,49.97,19.81,S  
09-12-14,29.9,2,126.36,0,73,52.57,24.4,S  
09-13-14,29.9,2,132.54,1,75,38.26,20.06,S  
09-14-14,30.5,2,157.44,0,72,40.09,16.78,SE 
09-15-14,29.7,2.5,145.14,0,74,49.46,24.51,E  
09-16-14,29.5,2,87.41,0,77,54.9,27,S  
09-17-14,29.8,2,102.01,0,79,67.18,40.54,S  
09-18-14,30.2,2,88.32,5,82,53.83,35.06,W  
09-19-14,28.5,2,94.42,9,82,33.54,15.28,S  
09-20-14,26.7,2,51.4,34,90,28.32,19.89,SSE
09-21-14,28.2,2.3,61.58,37,86,56.72,33.77,SE 
09-22-14,27.8,2.3,57.94,10,88,32.29,19.47,S  
09-23-14,27.6,2,88.45,35,84,31.95,29.4,S  
09-24-14,27.1,2,90.5,0,87,37,35.35,E  
09-25-14,28.5,2,130.86,18,77,0,35.52,SE 
09-26-14,27.9,2,130.97,0,80,76.45,39.8,S  
09-27-14,29.6,3.7,188.65,4,74,0,45.11,SW 
09-28-14,29.8,2,181.15,0,71,0,56.11,SW 
09-29-14,28.6,0,138.29,0,77,0,88.12,CLM
09-30-14,29.2,2,98.16,1,77,113.91,73.39,E  
10-01-14,30.1,2,149.18,0,70,0,66.76,W  
10-02-14,29.4,2,113.5,0,74,0,73.89,N  
10-03-14,29.9,2,111.76,0,72,0,57.41,E  
10-04-14,30,2,128.86,0,71,0,53.96,N  
10-05-14,30.5,2,158.9,0,69,84.93,46.49,E  
10-06-14,30.3,2,158.92,0,69,72.75,44.36,W  
10-07-14,29.3,2,133.49,2,68,62.53,36.29,W  
10-08-14,29.1,0,99.31,0,76,63.64,43.15,CLM
10-09-14,29.5,2,107.89,0,76,71.37,50.43,E  
10-10-14,29.5,2,150.27,0,72,62.71,45.27,N  
10-11-14,26.6,3,79.93,1,87,28.67,17.87,NE 
10-12-14,27.8,2,115.74,37,81,26.59,18.34,E  
10-13-14,27.6,2.5,179.83,0,84,34.37,23.39,SE 
10-14-14,28,2,125.99,6,85,37.83,21.86,E  
10-15-14,29.2,2,157.34,2,75,36.16,22.73,W  
10-16-14,28.9,2,158.47,0,72,39.81,26.39,NNE
10-17-14,27.5,2,176.76,0,68,61.62,36.06,W  
10-18-14,26.4,2,136.19,0,66,66.58,40.12,W  
10-19-14,27.1,2.3,167.99,0,64,70.04,44.12,W  
10-20-14,27,2,130.22,0,70,81.28,52.11,NNE
10-21-14,26.9,0,168.75,0,68,89.95,54.58,CLM
10-22-14,27.7,2,158.9,0,64,99.52,64.84,W  
10-23-14,27.1,2,132.57,0,68,85.75,56.71,W  
10-24-14,26.7,0,111.19,0,71,104.41,68.24,CLM
10-25-14,27.2,2,136.96,0,72,88.24,58.21,E  
10-26-14,26.4,2,67.54,1,73,78.48,54.59,NE 
10-27-14,24.5,0,55.03,0,71,75.74,48.26,CLM
10-28-14,23.4,0,49.64,0,81,104.34,74.69,CLM
10-29-14,24.5,2,167.67,0,72,80.15,50.88,NE 
10-30-14,25.2,2,178.1,0,65,86.36,51.86,N  
10-31-14,25.2,1,150.96,0,65,108.68,68.25,NW 
11-01-14,26.3,2,230.46,0,65,144.8,94.79,W  
11-02-14,25.9,2,181.81,0,68,90.78,50.82,NW 
11-03-14,26.7,2,152.37,0,68,104.96,83.21,NNW
11-04-14,26.8,0,153.71,0,70,105.61,66.55,CLM
11-05-14,26.2,0,144.23,0,68,107.89,87.53,CLM
11-06-14,27.5,2,154.13,0,62,104.95,65.99,NW 
11-07-14,28.3,0,141.65,0,61,101.29,53.23,CLM
11-08-14,29.2,2,98.83,0,66,75.06,41.42,E  
11-09-14,27.4,2,73.6,0,79,84.45,44.67,NE 
11-10-14,26.3,2,155.36,0,60,101.67,58.82,NW 
11-11-14,25.6,2,122.39,0,64,123.65,76.53,W  
11-12-14,25.5,0,118.52,0,66,192.64,120.93,CLM
11-13-14,25.4,2,105.6,0,66,264.38,153.64,W  
11-14-14,24,2,138.93,0,56,221.06,134.04,W  
11-15-14,22.8,2,120.33,0,58,221.57,143.63,NW 
11-16-14,23.1,2,117.37,0,64,208.3,132.1,NW 
11-17-14,23.6,0,97,0,71,229.3,143.1,CLM
11-18-14,24.4,2,122.83,0,69,196.87,122.9,NW 
11-19-14,24.5,1,95.74,0,67,167.31,111.69,NNW
11-20-14,24.5,2,105.57,0,62,168.12,108.27,NW 
11-21-14,23.6,2,115.8,0,65,197.7,134.28,W  
11-22-14,22,2,120.36,0,64,247.99,169.96,NW 
11-23-14,21.8,3,105.38,0,68,321.08,209.51,W  
11-24-14,21.5,0,110.09,0,64,274.06,176.54,CLM
11-25-14,21.5,2,117.11,0,66,219.15,145.41,NW 
11-26-14,20.9,0,104.12,0,72,239.21,149.88,CLM
11-27-14,21.6,0,91.63,0,72,282.56,183.15,CLM
11-28-14,21.2,0,69.55,0,77,284.8,191.16,CLM
11-29-14,21.1,0,97.3,0,70,334.25,221.22,CLM
11-30-14,21.4,0,84.53,0,78,277.84,186.59,CLM
12-01-14,21.4,2,75.1,0,76,282.46,193.02,NW 
12-02-14,21.7,0,105.41,0,73,195.59,130.44,CLM
12-03-14,21.7,0,86.15,0,74,212.15,133.35,CLM
12-04-14,22.1,0,92.49,0,77,247.4,158.16,CLM
12-05-14,22.3,0,95.57,0,75,184.15,118.04,CLM
12-06-14,23.4,2,119.63,0,67,176.96,111.02,NW 
12-07-14,19.1,2,106.68,0,83,171.87,122.07,NW 
12-08-14,18.5,2,99.01,0,83,168.25,133.7,WNW
12-09-14,18.6,0,103.01,0,86,215.99,142.87,CLM
12-10-14,18.9,0,79.44,0,87,311.65,202.38,CLM
12-11-14,17.5,2,65.04,0,85,252.57,182.04,NW 
12-12-14,16.4,2,72.54,0,84,220.14,156.67,W  
12-13-14,17.5,0,44.42,0,86,221.37,146.39,CLM
12-14-14,19.9,2,56.83,0,81,227.84,145.26,W  
12-15-14,19.9,0,56.61,0,81,229.5,147.77,CLM
12-16-14,21.7,2.3,111.12,0,67,242.21,156.57,W  
12-17-14,18.7,2.5,98.46,0,73,167.26,118.29,WNW
12-18-14,16.1,2,91.58,0,86,209.34,140.51,NW 
12-19-14,17.8,2,118.87,0,80,214.95,142.09,NE 
12-20-14,19.9,2,124.65,0,66,191.02,125.87,NW 
12-21-14,20,2,96.67,0,66,219.43,137.96,NW 
12-22-14,19.3,0,105.93,0,66,226.01,146.11,CLM
12-23-14,18.8,2,99.68,0,67,226.79,147.25,W  
12-24-14,19.9,2,105,0,67,231.44,147.51,WNW
12-25-14,19.4,2,115.69,0,71,205.26,142.52,WNW
12-26-14,14.1,2.3,47.03,0,89,211.87,154.48,W  
12-27-14,14.8,2,67.9,0,86,222.52,162.25,NW 
12-28-14,15.9,1.5,84.37,0,86,283.07,203.91,N  
12-29-14,15.6,2,88.54,0,87,370.61,262.95,W  
12-30-14,18.2,0,88.81,0,80,326.56,223.04,CLM
12-31-14,19.4,0,36.54,0,75,375.07,244.81,CLM
01-01-15,22.1,0,57.11,0,71,325.55,205.05,CLM
01-02-15,23.7,2,55.74,0,71,283.75,163.37,NE 
01-03-15,24.7,2,86.1,0,73,264.23,158.19,NNE
01-04-15,22.6,3,87.47,1,78,130.97,84.84,W  
01-05-15,19.4,2.5,97.33,0,71,112.57,71.95,W  
01-06-15,18.9,2.5,119.06,0,64,146.1,92.97,WNW
01-07-15,17.2,2,101.13,0,69,214.53,148.84,W  
01-08-15,17.6,2,101.99,0,69,255.33,175.22,W  
01-09-15,17.5,2,96.71,0,78,294.48,191.48,W  
01-10-15,17.6,2,124.39,0,72,241.24,275.4,NW 
01-11-15,15.6,1.8,120.09,0,77,239.07,206.12,W  
01-12-15,17.1,2,125.21,0,72,238.16,160.5,NW 
01-13-15,18.7,2,116.11,0,73,240.51,168.97,W  
01-14-15,20.3,2,108.1,0,69,254.53,174.87,W  
01-15-15,19.7,2,128.4,0,66,294.13,176.06,WSW
01-16-15,21.3,2,101.63,0,61,316.34,197.54,E  
01-17-15,18.2,2.3,82.2,2,78,196.84,139.81,W  
01-18-15,14.1,2.7,52.92,0,87,176.01,135.94,WNW
01-19-15,14.4,2.3,50.55,0,86,209.41,158.21,W  
01-20-15,15.1,1.5,105.8,0,84,206.22,153.54,N  
01-21-15,16.5,2,108.49,0,84,244.7,172.97,ENE
01-22-15,19.3,1.5,131.79,0,73,218.3,151.21,W  
01-23-15,20.4,1.5,129.02,0,64,223.11,148.07,W  
01-24-15,19.8,2,128.71,0,66,257.68,168.12,WNW
01-25-15,20.5,2,149.71,0,59,204.98,130.01,SSW
01-26-15,20.5,2,150.97,0,55,192.76,121.11,NNW
01-27-15,21,2.5,136.32,0,63,188.39,118.77,W  
01-28-15,21.3,3,142.4,0,63,168.81,108.87,W  
01-29-15,21.1,2.7,130.56,0,62,179.61,100.32,N  
01-30-15,19.1,2,94.74,0,72,159.67,110.27,W  
01-31-15,17.8,2,150.71,0,58,190.98,130.64,WNW
02-01-15,18.1,2.3,153.44,0,57,201.33,138.48,W  
02-02-15,19.7,2,154.22,0,57,213.29,136.02,W  
02-03-15,20.9,0,154.69,0,56,210.1,126.75,CLM
02-04-15,21,2,149.32,0,63,191.6,110.49,W  
02-05-15,22.3,2,124.77,0,57,292.29,176.68,N  
02-06-15,20.2,2.7,129.23,0,55,211.66,126.2,W  
02-07-15,19.4,1.5,140.77,0,65,206.27,133.9,NW 
02-08-15,20.9,2,134.07,0,63,235.28,144.45,NW 
02-09-15,21.8,3.5,128.72,0,62,250.44,164.13,W  
02-10-15,21.3,2.5,126.27,0,63,225.31,128.6,W  
02-11-15,20.2,2,128.17,0,58,225.42,121.09,W  
02-12-15,20.1,2.5,156.15,0,52,248.16,130.05,WNW
02-13-15,20.3,2.5,137.43,0,59,313.99,174.78,W  
02-14-15,21.9,2,134.57,0,56,269.28,154.45,W  
02-15-15,21.5,2,97.86,4,65,192.98,126.25,E  
02-16-15,21.8,2,144.08,0,59,199.49,123.31,NE 
02-17-15,22.4,2,133.71,0,59,262.82,152.45,SW 
02-18-15,23.4,2,123.56,0,67,248.36,143.71,W  
02-19-15,20.5,2,88.75,2,75,121.75,58.4,NE 
02-20-15,23.1,2,133.32,11,74,162.28,100.37,NW 
02-21-15,24.6,2,131.29,0,68,184.68,109.38,S  
02-22-15,24.5,2,126.96,0,73,155.63,91.09,E  
02-23-15,25.8,2,143.06,0,67,159.34,91.29,W  
02-24-15,26.1,2,154.5,0,61,160.38,81.39,S  
02-25-15,25.9,0,107.36,0,75,145.05,75.96,CLM
02-26-15,26.7,2.3,149.44,0,67,131.36,75.89,S  
02-27-15,26.4,2.3,147.01,0,71,102.14,51.67,S  
02-28-15,25.9,2,149.21,0,69,100.34,52.67,S  
03-01-15,27.5,0,128.62,0,67,232.12,131.2,CLM
03-02-15,26.4,6,137.55,0,59,198.48,114.18,NNW
03-03-15,24.8,2.5,166.83,0,59,161.61,84.02,W  
03-04-15,22.3,2.5,80.32,0,77,151.23,100.2,E  
03-05-15,22.5,4,184.32,4,56,115.72,68.01,NW 
03-06-15,21.5,2.5,189.16,0,52,145.42,73.43,W  
03-07-15,22.3,2.5,179.5,0,54,156.49,82.99,WNW
03-08-15,24.5,2,186.47,0,50,190.97,98.94,NNW
03-09-15,25.7,2,184.24,0,48,174.66,87.94,NW 
03-10-15,25.4,2,187.57,0,45,196.47,99.1,N  
03-11-15,24.1,3,193.78,0,41,219.68,96.83,W  
03-12-15,24.1,2,202.64,0,43,179.59,75.07,WNW
03-13-15,24.8,2.5,178.88,0,52,270.99,137.14,NW 
03-14-15,26.9,3,171.3,0,46,285.93,133.01,WNW
03-15-15,28.5,2.6,113.19,0,42,214.03,121.99,NW 
03-16-15,26.8,3,167.65,0,46,151.56,48.01,N  
03-17-15,27.2,2,167.46,0,55,142.62,73.62,W  
03-18-15,26.2,2,141.19,0,56,157.19,168.83,NNW
03-19-15,26.1,4,188.01,0,45,164.04,76.8,NNW
03-20-15,26.6,2,197.82,0,34,141.45,68.33,N  
03-21-15,26.3,2,197.74,0,46,151.36,76.51,W  
03-22-15,26.8,2,190.31,0,46,200.98,105.52,W  
03-23-15,28.5,2,186.77,0,48,186.07,109.42,W  
03-24-15,29.9,2,177.74,0,48,183.5,92.06,SW 
03-25-15,29.6,2.5,170.72,0,49,173.63,91.17,SW 
03-26-15,28,2,168.83,0,55,154.31,71.19,E  
03-27-15,29.1,2,168.75,0,62,112.86,64.66,W  
03-28-15,29.2,2,155.27,0,62,92.35,50.12,SW 
03-29-15,28.4,2,140.29,0,67,88.81,45.7,S  
03-30-15,28.7,2,176.47,0,63,75.43,37.44,NNW
03-31-15,26.7,2,179.78,0,66,87.21,43.11,W  
04-01-15,25.2,2.7,143.29,0,74,104.93,73.67,S  
04-02-15,27.1,2,158.01,58,74,75.15,43.3,S  
04-03-15,27.9,2,181.15,0,74,97.86,48.75,S  
04-04-15,26.9,2.8,157.15,2,76,65.02,30.61,S  
04-05-15,24.9,2.3,110.18,30,75,78.09,40.52,SE 
04-06-15,25.9,0,142.28,21,71,68.05,41.7,CLM
04-07-15,25.8,2,138.55,0,75,89.08,50.66,S  
04-08-15,26.8,2,181.21,17,67,74.89,47.07,SSW
04-09-15,29.1,2,203.19,0,62,78.27,44.28,S  
04-10-15,29.9,2.7,211.01,0,67,74.43,42.14,S  
04-11-15,30.1,2,167.92,0,68,67.71,39.12,S  
04-12-15,28.9,2,159.07,0,62,79.4,41.47,S  
04-13-15,28.2,2,175.85,0,66,91.85,45.82,WNW
04-14-15,29.2,2,136.16,0,62,146.52,79.59,N  
04-15-15,30.8,2.5,191.86,1,49,100.69,56.82,N  
04-16-15,30,2,145.78,0,57,137.03,68.46,W  
04-17-15,29.6,4,125.37,0,63,123.36,71.59,NNW
04-18-15,29.4,4.7,211.37,0,65,98.88,47.92,WSW
04-19-15,26.3,2.7,175.2,15,74,57.89,27.94,E  
04-20-15,29.4,2.7,177.45,0,70,60.89,20.81,SW 
04-21-15,30.1,3.3,162.29,0,69,46.44,13.98,S  
04-22-15,27.8,2.3,149.91,0,71,78.5,25.92,S  
04-23-15,27.4,2.7,185.59,6,69,67.38,27.34,E  
04-24-15,27.4,3,137.22,2,69,72.92,28.16,ESE
04-25-15,23.8,5.5,82.98,0,83,63.92,32.89,NE 
04-26-15,25.9,2,111.84,14,76,130.25,60.83,E  
04-27-15,27.3,2,170.75,0,66,144.87,67.92,W  
04-28-15,28,2.5,211.81,0,65,99.27,45.35,S  
04-29-15,28.9,2,213.75,0,63,62.79,30.68,WSW
04-30-15,28.4,3.5,156.13,0,69,71.69,36.41,SSW
05-01-15,29.1,2,198.27,0,63,86.59,43.79,S  
05-02-15,28.9,2.7,143.14,0,70,79.09,35.7,SE 
05-03-15,30.2,2,192.97,12,64,82.2,37.68,SW 
05-04-15,30.5,2,216.73,0,66,93.25,43.58,S  
05-05-15,31,2,223.58,0,67,94.89,41.33,S  
05-06-15,30.8,2.5,207.17,0,66,104.88,45.36,E  
05-07-15,27.5,2.3,138.15,0,70,105,36.97,E  
05-08-15,25.7,2.8,173.75,8,68,54,27.83,E  
05-09-15,29.8,3.3,155.78,0,71,88.81,44.39,NE 
05-10-15,29.8,2.6,152.34,0,72,73.25,31.17,S  
05-11-15,27,2,90.05,1,79,95.22,55.95,SE 
05-12-15,27.2,3,133.67,27,75,111.17,65.74,ESE
05-13-15,30.7,2,182.77,16,74,105.88,60.16,S  
05-14-15,31.7,2.5,193.6,0,72,61.39,27.99,S  
05-15-15,28.3,2.8,128.34,0,81,44.85,22.62,S  
05-16-15,29.3,2,176.68,46,73,61.14,35.47,S  
05-17-15,29.3,3.5,180.49,1,69,58.17,25.35,E  
05-18-15,29.6,3.5,203.18,0,72,68.29,35.5,N  
05-19-15,30.4,2.5,150.91,0,68,76.64,39.6,S  
05-20-15,31.3,1.5,148.14,0,67,59.08,29.51,W  
05-21-15,31,1.7,206.34,0,71,46.85,21.96,S  
05-22-15,32.1,2,172.22,11,73,77.22,38.04,E  
05-23-15,32,3.7,197.34,0,68,92.18,36.21,S  
05-24-15,28.4,2.5,146.54,12,70,62.61,26.5,S  
05-25-15,30.6,4,159.06,0,70,82.28,37.52,SE 
05-26-15,29.9,3,154,0,71,73.69,32.57,E  
05-27-15,29,2.4,151.51,38,79,65.19,32.85,E  
05-28-15,29.1,2,146.62,4,76,73.27,32.7,S  
05-29-15,29.7,2,153.94,1,78,60.95,35.79,S  
05-30-15,29.5,2,127.78,8,78,82.9,38.75,NE 
05-31-15,31.5,2.5,176.13,0,71,75.22,49.75,S  
06-01-15,31.9,2.8,180.19,0,69,65.68,21.63,S  
06-02-15,30.4,3,130.67,0,71,51.49,20.79,S  
06-03-15,31.8,2,182.19,20,68,44.76,16.61,S  
06-04-15,32.3,3,219.16,0,65,48.85,17.55,S  
06-05-15,31.7,2,201.49,0,68,41.73,15.41,S  
06-06-15,30.8,2.2,175.52,0,74,43.82,17.03,S  
06-07-15,31.4,2.6,159.15,0,70,37.67,11.94,S  
06-08-15,31.6,2.7,198.47,0,69,41.1,13,S  
06-09-15,31.5,3.5,150.14,0,70,50.38,14.29,S  
06-10-15,27.8,3,46.81,1,84,41.01,17.95,E  
06-11-15,26,3,20.11,1,86,55.9,33.31,E  
06-12-15,28.8,3,122.67,63,80,38.41,16.48,S  
06-13-15,26.6,12,85.12,8,87,37.86,20.61,W  
06-14-15,28.2,2.7,123.59,38,80,57.21,30.45,S  
06-15-15,28.4,2,133.78,5,83,39.25,17.82,S  
06-16-15,28.4,2,150.09,8,80,36.65,14.76,S  
06-17-15,29.3,2.7,136.68,20,78,38.04,13.22,S  
06-18-15,29.3,2,113.02,0,76,47.71,18.76,SE 
06-19-15,31,2,187.29,1,69,44.92,17.03,SE 
06-20-15,30.7,2.4,200.38,0,67,40.78,10.3,E  
06-21-15,29.8,3,159.95,0,72,21.2,13.24,E  
06-22-15,27.6,3.2,68.97,3,87,27.62,12.95,E  
06-23-15,28.1,2,93.41,19,85,34.89,19.62,E  
06-24-15,28.2,2,67.69,3,86,45.03,19.59,S  
06-25-15,27,2,55.33,9,91,23.53,14.19,NE 
06-26-15,26.7,2.7,59.72,83,92,21.67,13.3,S  
06-27-15,26.5,2.2,46.07,67,89,34.09,23.05,E  
06-28-15,27.5,2,85.59,26,84,53.12,24.29,E  
06-29-15,29.3,2,179.62,0,74,61.48,27.22,S  
06-30-15,29.5,2,157.55,0,74,45.9,18.38,S  
07-01-15,29.4,2,157.22,0,75,53.1,21.33,E  
07-02-15,29.2,2.5,7.05,4,76,39.3,20.3,E  
07-03-15,29.7,2.3,157.2,0,76,40.97,19.94,S  
07-04-15,30.7,2,173.93,0,75,57.95,26.59,S  
07-05-15,28.9,2,105.81,5,83,76.71,44.85,S  
07-06-15,30.7,2,163.24,1,75,80.63,44.45,E  
