date,Temp,ws,SolarRad,Rainfall,Humidity,PM10,PM2.5,wd
23-05-18,26.7,4,188.31,12,90,75.8,34.86,
24-05-18,28.7,5,128.51,52,83,65.62,30.68,
25-05-18,28.9,3.8,134.26,1,82,71.85,30.43,
26-05-18,30.7,2,181.78,18,78,81.13,33.86,
27-05-18,31.3,2.5,141.82,0,73,78.32,42.24,
28-05-18,30.6,2.5,147.21,0,70,88.27,47.84,
29-05-18,29.9,4,159.64,0,62,80.15,47.91,
30-05-18,30.6,3.5,123.35,0,65,62.8,23.25,
31-05-18,26.1,2,162.85,0,87,79.48,39.37,
01-06-18,26.6,3,105.86,82,89,73.05,33.6,
02-06-18,28.8,3,119.26,1,83,56.77,23.34,
03-06-18,28,3,74.09,2,87,56.32,45.57,
04-06-18,29,5,62.58,35,84,48.05,23.93,
05-06-18,30.3,0,43.22,23,77,41.05,26.13,
06-06-18,30,3,155.3,0,84,48.59,28.68,
07-06-18,31.2,3,133.37,6,78,33.77,29.08,
08-06-18,30.7,3,139.03,1,79,36.25,27.87,
09-06-18,30.9,3,95.16,0,76,38.74,42.16,
10-06-18,28.9,3,198.45,3,83,36.3,23.84,
11-06-18,29,5,120.13,24,84,46.11,16.73,
12-06-18,28.3,3,126.32,0,90,41.68,26.16,
13-06-18,29.2,3.5,69.28,58,87,37.86,33.98,
14-06-18,31.8,3,112.72,0,80,57.21,34.84,
15-06-18,29.6,7,105.33,0,83,39.25,39.05,
16-06-18,27.7,4.7,84.34,8,79,36.65,40.78,
17-06-18,30.2,2.8,161.78,1,79,38.04,30.64,
18-06-18,31.4,3,158.13,1,80,47.71,25.29,
19-06-18,26.5,3,156.5,0,85,44.92,22.93,
20-06-18,30.2,5,208.98,8,77,40.78,17.79,
21-06-18,30.8,3,221.86,0,77,0,12.93,
22-06-18,30.7,4.3,185.99,1,75,0,12.88,
23-06-18,28.2,3,127.47,0,88,34.89,14.3,
24-06-18,29.4,4.7,100.23,62,83,45.03,12.71,
25-06-18,27.8,5,178.49,0,89,23.53,14.19,
26-06-18,29.5,4,209.27,31,77,21.67,13.3,
27-06-18,28.6,4,141.6,3,79,34.09,34.84,
28-06-18,28.6,4.2,197.02,12,80,53.12,17.85,
29-06-18,29.7,3.9,142.13,4,76,61.48,19.83,
30-06-18,29.9,5.4,131.61,0,78,45.9,24.51,
01-07-18,30.1,5,175.4,0,76,53.1,13.8,
02-07-18,29.1,3,123.89,1,81,39.3,24.8,
03-07-18,27.2,3,112.94,23,92,40.97,20.3,
04-07-18,27.5,3.3,71,43,91,57.95,20.36,
05-07-18,29.5,3.3,89.09,7,82,76.71,10.91,
06-07-18,30.4,3,42.96,0,78,80.63,9.21,
07-07-18,30.8,3,47.38,0,72,59.99,17.58,
08-07-18,29.9,5.3,185.3,0,77,24.42,18.69,
09-07-18,29.2,4.5,175.47,3,80,22.56,9.45,
10-07-18,29.7,4.7,164.32,1,79,47.19,12.88,
11-07-18,30.2,3,120.01,0,76,70.16,17.22,
12-07-18,30.2,3,167.32,9,79,56.33,16.57,
13-07-18,30.4,3,154.74,9,78,63.76,12.77,
14-07-18,31.1,2.8,116.42,1,73,68.56,19.07,
15-07-18,30,3.3,186.43,0,79,56.64,15.73,
16-07-18,29.7,5,145.82,3,78,44.16,17.84,
17-07-18,28.6,4,137.84,5,86,44.2,22.03,
18-07-18,30.8,5,122.66,24,76,42.97,20.23,
19-07-18,33,0,48.77,0,72,40.33,24.67,
20-07-18,31.1,3,43.28,0,73,36.66,22.72,
21-07-18,28.7,3.8,70.77,3,83,52.62,32.7,
22-07-18,29.1,4,86.91,15,87,30.63,16.9,
23-07-18,27.3,4,114.59,23,89,27.41,19.86,
24-07-18,27.1,4,35.94,55,93,25.74,13.71,
25-07-18,27.4,3,41.02,60,90,24.55,17.9,
26-07-18,27.2,3,51.65,39,90,35.57,34.01,
27-07-18,28,3,146.77,10,90,44.05,32.72,
28-07-18,27.8,3,5.9,10,89,37.05,23.03,
29-07-18,28.9,3,138.78,4,82,38.01,19.86,
30-07-18,28.8,2,146.51,0,83,44.86,37.87,
31-07-18,29.4,2,143.12,6,79,39.6,30,
01-08-18,28.4,2.5,103.25,3,83,34.66,31.17,
02-08-18,27.6,2.5,70.14,25,88,49.33,35.17,
03-08-18,28.5,3,103.43,25,83,63.76,43.01,
04-08-18,28.8,0,149.14,0,87,60.66,25.75,
05-08-18,29.1,3,172.02,5,85,54.99,21.86,
06-08-18,29.5,3,88.68,19,82,53.96,23.9,
07-08-18,30,3.7,150.22,12,72,50.8,16.6,
08-08-18,30,4.3,164.58,0,74,56.16,19.6,
09-08-18,29.6,5,137.2,0,78,47.94,20.36,
10-08-18,30.8,2,111.6,0,72,51.71,20.52,
11-08-18,30.6,3.7,28.9,0,74,53.18,31.71,
12-08-18,29,2,27.76,0,83,41.66,23.4,
13-08-18,31,3,80.48,9,73,43.43,20.51,
14-08-18,31.3,5,67.05,2,71,0,36.93,
15-08-18,31.3,5.3,91.49,3,68,32.26,32.74,
16-08-18,30.6,3.5,69.44,0,72,30.57,32.16,
17-08-18,30.6,3,82.57,1,76,26.43,40.28,
18-08-18,32,3,50.11,2,73,33.13,24.28,
19-08-18,30.2,4,135.81,1,77,32.21,24.21,
20-08-18,29.4,4.3,110.45,10,78,62.81,30.97,
21-08-18,29.1,3.5,75.54,10,83,70.29,34.69,
22-08-18,30,3.5,127.6,0,80,91.41,45.81,
23-08-18,29.9,3.5,100.24,2,81,42.03,27.7,
24-08-18,29.6,3.7,98.02,6,81,43.98,21.48,
25-08-18,30.1,3.7,73.27,0,76,43.65,22.46,
26-08-18,29.9,3,69.96,2,77,23,25.93,
27-08-18,29.4,5,221.8,2,76,0,47.06,
28-08-18,29.5,3.3,115.47,0,79,0,17.61,
29-08-18,29,2,150.11,0,82,21.36,28.35,
30-08-18,29.7,2,186.87,2,80,27.43,20.47,
31-08-18,30.7,4.3,0,0,75,0,0,
01-09-18,29.9,3.8,130.27,2,76,0,15.32,
02-09-18,28.3,3,104.8,0,86,0,12.6,
03-09-18,29.7,3.7,150.69,15,80,0,12.87,
04-09-18,29.5,3.7,164.2,0,83,0,16.78,
05-09-18,29.8,4.3,155.74,4,74,0,21.06,
06-09-18,29.2,8.7,167.74,0,72,0,19.62,
07-09-18,29.3,5.8,131.53,0,79,0,18.17,
08-09-18,30.3,2.7,154.72,0,73,0,20.04,
09-09-18,30.2,2.3,147.43,0,73,0,24.81,
10-09-18,29.7,3,55.99,0,75,15,28.14,
11-09-18,29.1,4,27.07,0,80,0,45.74,
12-09-18,29.4,2,127.47,1,84,0,51.37,
13-09-18,27.9,3,83.86,15,90,0,32.79,
14-09-18,28.5,3,112.45,3,84,93,36.09,
15-09-18,30.1,5,102.14,0,77,0,46.33,
16-09-18,30.7,3,151.86,0,70,83.02,64.06,
17-09-18,31.6,0,77.58,0,70,35,37.57,
18-09-18,32.1,0,177.21,0,69,0,26.83,
19-09-18,31.8,5,57.84,0,70,39,19.41,
20-09-18,28.9,4,75.57,23,80,0,33.99,
21-09-18,28.2,5,134.28,2,79,0,33.13,
22-09-18,28.5,3,183.12,6,84,0,21.46,
23-09-18,29.7,3,157.61,3,78,0,27.38,
24-09-18,30.4,3.5,112.55,0,74,0,33,
25-09-18,29.7,4,68.24,0,79,0,54.92,
26-09-18,30.1,3,82.41,0,77,0,65.8,
27-09-18,28.4,3,65.29,0,86,0,68.71,
28-09-18,30.5,0,101.18,2,75,0,34.23,
29-09-18,30.4,5,50.39,0,77,0,15.1,
30-09-18,31.4,3,6.3,0,66,0,14.08,
01-10-18,30.3,5,149.18,0,61,0,66.76,
02-10-18,30.6,3,115.27,0,58,0,32.07,
03-10-18,31.1,3,130.63,0,62,0,30,
04-10-18,29,5,108.21,0,74,0,40.62,
05-10-18,29.3,3,132.03,0,71,0,44.85,
06-10-18,28.4,5,74.01,0,73,0,54.52,
07-10-18,29.4,4,85.35,0,69,63.95,21.36,
08-10-18,29.7,4,99.63,0,62,85.55,20.74,
09-10-18,28.3,4,57.01,0,73,44.67,24.2,
10-10-18,25.7,3.3,156.45,0,84,26.89,32.57,
11-10-18,25.2,5.3,134.89,1,86,20.34,26.8,
12-10-18,24.6,3,478.57,1,92,22.93,32.06,
13-10-18,24.6,4.5,74.61,24,90,34.14,22.33,
14-10-18,25.2,5,125.32,15,83,30.8,28.11,
15-10-18,27.1,4.5,108.46,0,75,59.3,90.25,
16-10-18,27.2,2,132.3,0,68,86.43,91.92,
17-10-18,26.6,3,147.18,0,67,87.63,88.17,
18-10-18,27.3,0,123.91,0,67,91.71,62.1,
19-10-18,27.8,3,72.57,0,72,103.83,22.45,
20-10-18,27.6,0,12.23,0,76,118.8,25.29,
21-10-18,27.6,3,12.09,0,68,93.06,16.17,
22-10-18,27.7,5,126.27,0,71,96.03,21.6,
23-10-18,27.1,3,148.37,0,71,83.83,39.52,
24-10-18,27.1,3,127.77,0,67,81.75,52.21,
25-10-18,27.1,3,76.38,0,58,81.21,80.11,
26-10-18,26.6,3,152.81,0,62,76.25,75.96,
27-10-18,27.5,3,150.29,0,61,68.51,86.25,
28-10-18,23.2,6.5,17.16,1,84,59.81,116.73,
29-10-18,23.7,3.5,125.2,3,82,97.56,67.86,
30-10-18,25.6,3,33.59,0,78,80.97,61.61,
31-10-18,26.8,3,143.09,0,74,57.94,42.41,
01-11-18,27.4,3,139.39,0,69,49.92,53.34,
02-11-18,26.8,3,149.06,0,75,44.89,61.18,
03-11-18,27.3,3,160.86,0,75,78.78,62.09,
04-11-18,27.5,2,191.06,0,73,114.35,51.22,
05-11-18,27.6,2.5,210.11,0,72,54.73,46.57,
06-11-18,25.7,2,153.93,0,83,57.46,56.95,
07-11-18,24.6,3,212.59,13,79,98.56,54.61,
08-11-18,24.8,3,192.81,0,65,86.73,52.87,
09-11-18,23.3,3,95.75,0,73,155.06,92.77,
10-11-18,23.1,0,145.87,0,69,138.73,72.86,
11-11-18,23.5,3,137.87,0,69,96.3,61.67,
12-11-18,24.4,3,143.59,0,69,116.49,60.04,
13-11-18,23.9,3,171.07,0,71,84.96,52.49,
14-11-18,23.8,0,119.78,0,73,153.54,131.92,
15-11-18,24.8,0,64.96,0,73,176.29,143.63,
16-11-18,25.2,3,87.2,0,63,112.24,132.1,
17-11-18,24.8,3.3,55.53,0,62,105.29,143.1,
18-11-18,23.2,3,53.46,0,61,114.12,122.9,
19-11-18,23,3,116.52,0,63,128.3,111.69,
20-11-18,22.4,3,147.86,0,69,129.52,108.27,
21-11-18,22.4,4,149.22,0,70,102.88,134.28,
22-11-18,22.7,3,139.67,0,69,92.88,169.96,
23-11-18,22.7,3,139.13,0,66,104.02,209.51,
24-11-18,22.5,0,125.24,0,72,89.08,86.33,
25-11-18,22.6,4,91.93,0,70,74.27,105.58,
26-11-18,23.6,3,93.62,0,63,79.86,82.99,
27-11-18,24.8,4,78.15,0,58,46.93,119.13,
28-11-18,23.6,3,105.37,0,61,57.63,138.19,
29-11-18,23.1,3,6.7,0,62,94.67,121.14,
30-11-18,22.5,0,84.53,0,64,90.8,186.59,
01-12-18,22.2,3,75.1,0,63,115.46,193.02,
02-12-18,21.9,3,14.34,0,63,113.03,115.92,
03-12-18,22.1,3,71.1,0,62,94.92,120.74,
04-12-18,22.5,3,109.6,0,63,108.6,83.45,
05-12-18,22.7,3,78.63,0,59,98.06,148.29,
06-12-18,21.3,0,41.78,0,68,126.34,185.36,
07-12-18,21.2,2,63.56,0,63,127.87,164.64,
08-12-18,21.5,3,100.61,0,64,127.28,114.78,
09-12-18,21.2,3,94.04,0,68,109.46,156.3,
10-12-18,20.3,0,64.99,0,69,128.4,171.54,
11-12-18,21.3,2.5,70.66,0,64,145.49,156.09,
12-12-18,21.2,3,77.26,0,69,133.04,156.67,
13-12-18,22.2,3,57.42,0,66,133.76,43.22,
14-12-18,22.6,3,81.42,0,62,118.29,50.52,
15-12-18,21.7,3,101.75,0,58,218.82,155.71,
16-12-18,22.3,3,96.57,0,64,275.05,205.23,
17-12-18,20,3,10.66,0,84,101.9,17.68,
18-12-18,18,2.5,30.15,12,88,267.45,16.44,
19-12-18,16.7,4,30.56,1,89,291.08,34.29,
20-12-18,17.1,3,118.55,0,85,277.52,86,
21-12-18,19.3,3,111.92,0,72,220.25,62.58,
22-12-18,19.9,4.3,113.53,0,69,233.14,108,
23-12-18,19.8,0,106.1,0,72,213.25,85.38,
24-12-18,20.4,3,111.29,0,67,204.56,132.83,
25-12-18,19.5,3,101.1,0,63,181.6,109.08,
26-12-18,19.2,3,103.24,0,57,203.59,74.79,
27-12-18,18.8,3,108.24,0,56,210.06,84.2,
28-12-18,17.9,3,127.91,0,43,230.6,113.65,
29-12-18,17.5,3,115.04,0,51,276.35,61.43,
30-12-18,18.2,5,137.77,0,66,344.4,65.26,
31-12-18,19.5,3,128,0,63,250.58,55.16,
